Category,Title,Url
mas-contenido/alianzas-la-clave-de-claro-para-promover-la-inclusion-laboral-y-social-634586,"Alianzas, la clave de Claro para promover la inclusión laboral y social",https://www.eltiempo.com/mas-contenido/alianzas-la-clave-de-claro-para-promover-la-inclusion-laboral-y-social-634586
cultura/gente,‘Echar un polvo’: ¿por qué solemos referirnos al sexo con esa expresión?,https://www.eltiempo.com/cultura/gente/por-que-decimos-echar-un-polvo-cuando-tenemos-relaciones-sexuales-634823
economia/empresas,Dian conmina a influenciadores para que paguen sus impuestos por publicidad,https://www.eltiempo.com/economia/empresas/las-razones-por-las-que-la-dian-le-puso-el-ojo-a-los-influenciadores-634809
podcast/los-talentos-que-mas-buscan-las-empresas-634765,¿Cuáles son los talentos que más buscan las compañías?,https://www.eltiempo.com/podcast/los-talentos-que-mas-buscan-las-empresas-634765
politica/proceso-de-paz,¿Duque toma distancia de Uribe frente a la paz?,https://www.eltiempo.com/politica/proceso-de-paz/proceso-de-paz-se-aparta-duque-de-uribe-634735
vida/medio-ambiente,Así renace el caimán aguja en la bahía de Cispatá (Córdoba),https://www.eltiempo.com/vida/medio-ambiente/el-caiman-aguja-renace-en-la-bahia-de-cispata-634657
cultura/musica-y-libros,"Tras vender 35 millones de libros de 'Eragon', Paolini vuelve a librerías",https://www.eltiempo.com/cultura/musica-y-libros/christopher-paolini-eragon-habla-de-dormir-en-un-mar-de-estrellas-634582
tecnosfera/novedades-tecnologia,"Con entrada al país, Amazon Music busca apoyar a artistas locales",https://www.eltiempo.com/tecnosfera/novedades-tecnologia/amazon-music-en-colombia-entrevista-con-federico-pedersen-634669
politica/proceso-de-paz,Comisionado de Paz desmiente que haya acercamientos con el Eln,https://www.eltiempo.com/politica/proceso-de-paz/juan-manuel-santos-gobierno-desmiente-que-haya-acercamientos-con-el-eln-634535
economia/sectores,"A cuatros años de la huelga, Avianca abre opción de volver a 100 pilotos",https://www.eltiempo.com/economia/sectores/esta-es-la-oferta-de-avianca-a-pilotos-que-se-fueron-tras-la-huelga-de-2017-634867
colombia/medellin,Proyecto de presupuesto de Medellín para 2022 se hundió en el Concejo,https://www.eltiempo.com/colombia/medellin/medellin-proyecto-de-presupuesto-para-2022-se-hundio-en-el-concejo-634471
mundo/eeuu-y-canada,EE. UU. incluirá a dos disidencias de Farc en la lista de terroristas,https://www.eltiempo.com/mundo/eeuu-y-canada/detalles-de-la-salida-de-las-farc-de-lista-de-terroristas-de-ee-uu-634550
politica/proceso-de-paz,Comisionado de Paz desmiente que haya acercamientos con el Eln,https://www.eltiempo.com/politica/proceso-de-paz/juan-manuel-santos-gobierno-desmiente-que-haya-acercamientos-con-el-eln-634535
economia/sectores,"A cuatros años de la huelga, Avianca abre opción de volver a 100 pilotos",https://www.eltiempo.com/economia/sectores/esta-es-la-oferta-de-avianca-a-pilotos-que-se-fueron-tras-la-huelga-de-2017-634867
colombia/medellin,Proyecto de presupuesto de Medellín para 2022 se hundió en el Concejo,https://www.eltiempo.com/colombia/medellin/medellin-proyecto-de-presupuesto-para-2022-se-hundio-en-el-concejo-634471
mundo/eeuu-y-canada,EE. UU. incluirá a dos disidencias de Farc en la lista de terroristas,https://www.eltiempo.com/mundo/eeuu-y-canada/detalles-de-la-salida-de-las-farc-de-lista-de-terroristas-de-ee-uu-634550
